0.0475357211354,17-12-12-21-35
0.0471845801768,17-12-12-21-36
0.0471845801768,17-12-12-21-37
0.0471845801768,17-12-12-21-38
0.0471845801768,17-12-12-21-39
0.0482262468434,17-12-12-21-40
0.0458304495573,17-12-12-21-41
0.0456059826662,17-12-12-21-42
0.0432713568613,17-12-12-21-43
0.0440255719849,17-12-12-21-44
0.0440255719849,17-12-12-21-45
0.0440255719849,17-12-12-21-46
0.0432558263356,17-12-12-21-47
0.0413281154923,17-12-12-21-48
0.0413281154923,17-12-12-21-49
0.0391000030063,17-12-12-21-50
0.0391000030063,17-12-12-21-51
0.0391000030063,17-12-12-21-52
0.0356909120972,17-12-12-21-53
0.0356909120972,17-12-12-21-54
0.0339548009861,17-12-12-21-55
0.0359840217653,17-12-12-21-56
0.0359840217653,17-12-12-21-57
0.0367050653595,17-12-12-21-58
0.0367050653595,17-12-12-21-59
0.0381417336011,17-12-12-22-00
0.0372442810458,17-12-12-22-01
0.0391266339869,17-12-12-22-02
0.0375223559121,17-12-12-22-03
0.038273989899,17-12-12-22-04
0.0406299019608,17-12-12-22-05
0.0421394908386,17-12-12-22-06
0.0421394908386,17-12-12-22-07
0.0426352495544,17-12-12-22-08
0.0426352495544,17-12-12-22-09
0.0396940730838,17-12-12-22-10
0.0379783868093,17-12-12-22-11
0.0387300207962,17-12-12-22-12
0.0387300207962,17-12-12-22-14
0.0387300207962,17-12-12-22-15
0.0387300207962,17-12-12-22-16
0.0407086304219,17-12-12-22-17
0.0372496286393,17-12-12-22-18
0.0352442810458,17-12-12-22-19
0.0352442810458,17-12-12-22-20
0.0352442810458,17-12-12-22-21
0.0352442810458,17-12-12-22-22
0.0355918746286,17-12-12-22-23
0.0355918746286,17-12-12-22-24
0.0335865270351,17-12-12-22-25
0.0335865270351,17-12-12-22-26
0.0335865270351,17-12-12-22-27
0.0315811794415,17-12-12-22-28
0.0315811794415,17-12-12-22-29
0.0315811794415,17-12-12-22-30
0.030051165727,17-12-12-22-31
0.027981612098,17-12-12-22-32
0.027981612098,17-12-12-22-33
0.027981612098,17-12-12-22-34
0.027981612098,17-12-12-22-35
0.027540781377,17-12-12-22-36
0.027540781377,17-12-12-22-37
0.027540781377,17-12-12-22-38
0.0258789934226,17-12-12-22-39
0.0241781045752,17-12-12-22-40
0.0227341731266,17-12-12-22-41
0.0227341731266,17-12-12-22-42
0.0185759584481,17-12-12-22-43
0.0183672398139,17-12-12-22-44
0.0184409371493,17-12-12-22-45
0.0184409371493,17-12-12-22-46
0.0184409371493,17-12-12-22-47
0.0184409371493,17-12-12-22-48
0.0184409371493,17-12-12-22-49
0.0184409371493,17-12-12-22-50
0.0243668630752,17-12-12-22-51
0.0224729236813,17-12-12-22-52
0.0224729236813,17-12-12-22-53
0.0206234043734,17-12-12-22-54
0.0221094183594,17-12-12-22-55
0.0185868992119,17-12-12-22-56
0.0183848676987,17-12-12-22-57
0.0183848676987,17-12-12-22-58
0.01690265426,17-12-12-22-59
0.0148880607147,17-12-12-23-00
0.0142840771849,17-12-12-23-01
0.0158692221124,17-12-12-23-02
0.0158692221124,17-12-12-23-03
0.0158692221124,17-12-12-23-04
0.0123291867539,17-12-12-23-05
0.0139863837236,17-12-12-23-06
0.0139863837236,17-12-12-23-07
0.0139863837236,17-12-12-23-08
0.0104584468278,17-12-12-23-09
0.0104584468278,17-12-12-23-10
0.0104584468278,17-12-12-23-11
0.0153807471264,17-12-12-23-12
0.013268982438,17-12-12-23-13
0.0153372082898,17-12-12-23-14
0.0153372082898,17-12-12-23-15
0.0153372082898,17-12-12-23-16
0.0153372082898,17-12-12-23-17
0.0124636450714,17-12-12-23-18
0.00948110365014,17-12-12-23-19
0.00720837637741,17-12-12-23-20
0.00968707912458,17-12-12-23-21
0.00968707912458,17-12-12-23-22
0.00968707912458,17-12-12-23-23
0.00858295028941,17-12-12-23-24
0.00858295028941,17-12-12-23-25
0.0123301767677,17-12-12-23-26
0.00871590909091,17-12-12-23-27
0.00881384065373,17-12-12-23-28
0.0105711949036,17-12-12-23-29
0.00973484848485,17-12-12-23-30
0.0121294845002,17-12-12-23-31
0.0103344524793,17-12-12-23-32
